Id,SalePrice
1461,117544.76770115332
1462,145416.9404558026
1463,180395.1526143468
1464,195972.50552080135
1465,185524.68344284443
1466,172200.29111016582
1467,173470.37341360963
1468,170679.65730050887
1469,185384.27294576232
1470,122441.09359790615
1471,204524.8979179054
1472,102902.28958133375
1473,98475.56083662572
1474,141218.54486717176
1475,118816.44687339637
1476,324982.245596261
1477,236995.54280107142
1478,270214.1826495646
1479,264550.0143992782
1480,436129.1222329858
1481,291862.863509018
1482,202417.03836277756
1483,183781.66909647896
1484,177500.1197930458
1485,195204.25128748416
1486,193593.52089634014
1487,295937.9895687306
1488,222072.04311808583
1489,191936.03306907276
1490,221467.4270913735
1491,197025.18300333282
1492,93928.44342511582
1493,189590.606703459
1494,264488.6707793344
1495,270486.69099565735
1496,223715.69417395483
1497,169214.5286091121
1498,162644.71791992118
1499,164748.35537250873
1500,161226.76316204207
1501,172172.6696303325
1502,169233.659218069
1503,245291.71546760126
1504,232148.247250503
1505,212041.47355670697
1506,182742.1638542047
1507,240902.23560228848
1508,184554.70752151922
1509,157031.38658607
1510,141113.252228307
1511,142616.01816042716
1512,165998.78230330488
1513,147629.85749768597
1514,145914.33972227143
1515,177295.70844743395
1516,142909.50037919858
1517,154313.65635315463
1518,130288.95521232272
1519,216582.59772557142
1520,126818.99392037635
1521,123174.83282970327
1522,165923.5960082548
1523,112598.05368523685
1524,118735.79630198784
1525,118984.36511877441
1526,110839.55090797806
1527,115028.72418992603
1528,138126.35038571694
1529,139206.37230557934
1530,179901.50967179355
1531,128226.8968891559
1532,107088.84786218914
1533,139050.46439924446
1534,122418.0615907191
1535,133029.33690654545
1536,110504.53260996632
1537,75102.4716210154
1538,145411.20551575287
1539,166836.27064793522
1540,105317.26821329937
1541,129182.73943903224
1542,127604.62614427053
1543,170146.20913481544
1544,93344.36356476045
1545,116277.94496787281
1546,137714.47181594308
1547,138482.90869358112
1548,128767.23247326151
1549,120448.30206639832
1550,132420.21709938228
1551,106128.76797936796
1552,140015.00977467516
1553,142316.34570708143
1554,125956.79481279096
1555,154058.72000157
1556,91730.5022488955
1557,96616.22521040762
1558,108442.4781499346
1559,80802.66800435417
1560,117787.79715108615
1561,124377.76453199403
1562,133928.01535497193
1563,120050.32490841058
1564,156980.084972202
1565,155825.418727498
1566,213300.1964718838
1567,90523.47866095843
1568,232282.30924310122
1569,133623.63386966314
1570,139294.7189404642
1571,118285.27384332565
1572,135810.20158157957
1573,212678.06450415152
1574,113348.35496384781
1575,216304.88237230392
1576,241457.07701358417
1577,188976.04671159998
1578,137501.0149479207
1579,137860.26496654595
1580,196826.8626256556
1581,148701.9239254138
1582,130226.1035585407
1583,305318.1091344234
1584,213994.8802042963
1585,143104.95730624715
1586,84388.06290171729
1587,108652.08664369193
1588,143077.57916924934
1589,106255.55903811002
1590,126943.79702396257
1591,99318.26211164304
1592,119363.87857294106
1593,128327.40055489296
1594,125910.49776010233
1595,95682.77022873855
1596,188469.4036529853
1597,153887.98108810384
1598,204913.8872949836
1599,165038.3553364268
1600,173093.48619318337
1601,79255.44328622635
1602,114383.57760182113
1603,98922.32235904792
1604,247838.776924352
1605,235641.52660414256
1606,166976.2899476352
1607,158027.02141178388
1608,224659.51265537174
1609,187477.1440024154
1610,163012.00999223013
1611,138317.25266679522
1612,182619.7487345063
1613,174237.12324672597
1614,138093.5804282304
1615,96436.77663865565
1616,87674.33586494846
1617,97928.39089621887
1618,126331.25209260266
1619,142223.36345924402
1620,155323.96116799404
1621,146905.64866348723
1622,140253.1968253954
1623,246470.04844345263
1624,216837.0044091115
1625,116576.03444554406
1626,162003.5133581406
1627,185802.41892714106
1628,257878.26440897904
1629,177737.59577304393
1630,285864.4088900572
1631,203620.3467417154
1632,216314.46704505634
1633,183056.60072369938
1634,191152.55435577303
1635,182415.2889514112
1636,167205.73370976152
1637,188843.39496488427
1638,189027.9861755701
1639,177613.27228022797
1640,229536.88890377208
1641,167816.0903200094
1642,224557.51168861642
1643,211338.94473818407
1644,221772.39967668065
1645,200261.88196980726
1646,154012.9372471379
1647,147556.03004190925
1648,126111.86332471925
1649,139182.77984588884
1650,124448.20769112353
1651,124551.21320523776
1652,103444.24603558201
1653,106256.79128057003
1654,144655.99407679372
1655,146325.20210466863
1656,139033.0511324568
1657,144901.73213976616
1658,145208.89228027436
1659,129604.36128062475
1660,155199.39636160008
1661,404131.857138155
1662,325398.01562839566
1663,333212.366360517
1664,428004.785727886
1665,263456.8656132122
1666,315108.65015018615
1667,337694.2459902724
1668,323244.39267922705
1669,284300.32017201046
1670,319141.51374769624
1671,259617.74161070216
1672,394356.6119398285
1673,265541.0380508856
1674,241728.70062966496
1675,190707.4371564752
1676,192246.6389267798
1677,204396.5237617175
1678,412756.5716566304
1679,348341.3124069212
1680,277624.4430042985
1681,217322.7026327374
1682,297390.1413467113
1683,190724.64187369496
1684,182066.69631940042
1685,179300.58050013153
1686,184933.9293831662
1687,180173.429675931
1688,191886.0317838316
1689,197136.78535007965
1690,207866.73658642464
1691,198968.65175011824
1692,244408.9954981816
1693,183011.12250653218
1694,186778.11573301698
1695,172641.4230551481
1696,252681.6477211092
1697,176235.50341424908
1698,312754.97027297434
1699,277706.43621620553
1700,247765.3597449442
1701,254095.6734139628
1702,234389.31815340987
1703,232730.4410504874
1704,257092.08321892307
1705,228727.91446157265
1706,377901.3507537367
1707,206747.39291346245
1708,198670.4206604301
1709,252417.93524857922
1710,217519.32102703472
1711,262896.22747557657
1712,236724.22943278553
1713,246563.6614246908
1714,213392.4400366433
1715,205354.08068501158
1716,186609.88283780136
1717,181212.32283016125
1718,131458.75113396166
1719,205510.50043978175
1720,226270.43915950198
1721,169571.33732170003
