Id,SalePrice
1461,114285.40106689215
1462,138529.38164856285
1463,171352.3206295166
1464,197129.19882311238
1465,184170.71650604496
1466,168075.42468555173
1467,183506.55221133382
1468,163551.1332761008
1469,185606.43380850952
1470,117460.4463441048
1471,190433.7513055792
1472,102733.11824872861
1473,98286.592138238
1474,149982.8059305425
1475,116343.03522604279
1476,329604.70626030414
1477,237158.92148966194
1478,279908.0438149667
1479,275163.15236214973
1480,483291.11459470884
1481,310102.532100163
1482,209215.71853962494
1483,170697.1220211223
1484,170810.0923836994
1485,195317.61137385384
1486,194943.84087827877
1487,316049.9475134913
1488,233131.56943678702
1489,177862.14225458895
1490,221627.2092098997
1491,193246.59395707413
1492,89711.51246028043
1493,200406.8740898781
1494,283312.7257402265
1495,273882.6898532776
1496,223136.1283012572
1497,168027.08565408416
1498,165333.89026129313
1499,164530.4056672604
1500,156839.08279095133
1501,169743.921080346
1502,156605.5316967613
1503,270944.2452179248
1504,239902.03517117252
1505,219148.28907534864
1506,189971.54289222884
1507,242779.89307287504
1508,194723.81691588822
1509,155325.2197679263
1510,142031.4485988695
1511,145524.30471286082
1512,172365.31171457152
1513,141228.79914627597
1514,151978.84383081883
1515,190093.93235792278
1516,147715.97788299614
1517,163245.52540849993
1518,128262.74970697687
1519,216143.67739361373
1520,125296.78315970859
1521,123464.03324443694
1522,176542.63513056556
1523,102920.55043806086
1524,114034.54880567366
1525,113656.81198630118
1526,104625.28485279134
1527,107849.34213274905
1528,137228.54455259343
1529,141584.96890895968
1530,204161.6824440423
1531,120008.00772248725
1532,102497.4510605855
1533,145162.0630956438
1534,122534.19176253022
1535,135701.53862250794
1536,106359.9910639835
1537,67094.23319309892
1538,148880.25495567717
1539,183291.9209021929
1540,92433.82013907087
1541,134386.8309794581
1542,126872.1651705724
1543,171936.91423808745
1544,90180.5964602647
1545,113297.9884703576
1546,136940.88493033635
1547,130064.39503227579
1548,127504.3141187257
1549,118705.37487189498
1550,127907.78035665075
1551,109244.28722038156
1552,134177.3778871943
1553,138589.74607484584
1554,119311.22669180344
1555,150471.7997807246
1556,90213.16413219266
1557,94100.24542942872
1558,105493.15361275557
1559,79150.17207251352
1560,126281.6842636926
1561,115355.17865187574
1562,132900.6206304524
1563,115386.75035206796
1564,155991.19488362962
1565,144212.81316279565
1566,230384.34936827296
