Id,SalePrice
1461,113606.97451132351
1462,140449.60565689378
1463,170285.84486621566
1464,196339.6290188573
1465,185693.92488937313
1466,168111.82746228587
1467,184060.8766515063
1468,163614.2778698538
1469,184703.1234432574
1470,117418.62574364358
1471,190735.35981577303
1472,102965.26087414073
1473,97923.2434957174
1474,150547.353198146
1475,117036.6902175832
1476,326627.7108312077
1477,236905.38981195522
1478,282280.2879210562
1479,277350.61776260793
1480,470684.00067677116
1481,308690.49261092796
1482,211105.971681923
1483,170034.05038627642
1484,172269.03101366895
1485,197877.3079162333
1486,195243.49096290613
1487,318193.78737031424
1488,232910.9956759992
1489,176996.30635332386
1490,219595.0187127457
1491,193491.17571086247
1492,89220.53672296728
1493,203645.4985299369
1494,284147.7107036561
1495,272985.974323192
1496,223054.85884674249
1497,167911.36985219546
1498,166509.64242198825
1499,165572.44718359003
1500,157566.64152073138
1501,168274.2350198586
1502,157231.44336659263
1503,269145.789633709
1504,240997.93967779912
1505,218374.8615167277
1506,189782.01111106854
1507,239487.05283253288
1508,194017.3963070114
1509,155072.0738695349
1510,141586.88186028512
1511,145073.89766990108
1512,171135.0589268957
1513,142234.75386029255
1514,149446.26029769957
1515,188261.1027674677
1516,147631.495546622
1517,162247.76690066938
1518,128007.59797062
1519,214862.6929801627
1520,125111.75881839388
1521,122512.55035104127
1522,175564.04368920941
1523,102819.99748259148
1524,114056.7906551451
1525,112986.96324042168
1526,104051.3850510539
1527,107554.90702790201
1528,137451.9955508378
1529,141222.63756728693
1530,204755.8453542833
1531,119919.6899879884
1532,101833.1784434938
1533,144263.87188555158
1534,122827.8929621161
1535,134174.66998904507
1536,106152.5337242339
1537,66225.42575763038
1538,149021.2798840714
1539,184325.6956915307
1540,90675.40974642051
1541,133699.00119126943
1542,125863.357863518
1543,170025.99085332875
1544,90357.2685432129
1545,113735.03197222276
1546,137646.97739316366
1547,129774.96839467926
1548,127874.14864044338
1549,119485.10079440653
1550,128568.08572183801
1551,108702.36236572414
1552,135202.9104865819
1553,137803.25537709682
1554,119562.58902740775
1555,148273.6973751765
1556,90245.57615368061
1557,92489.62067010818
1558,105789.45512969512
1559,78437.65199114183
1560,125858.97444010901
1561,113865.03085410222
1562,133246.75392084286
1563,115505.07895329842
1564,154500.74301598003
1565,144176.18200676882
1566,229393.85500358974
1567,80456.86823879012
1568,230733.16418939698
1569,123912.4174838751
1570,144272.10600585386
1571,115095.22801681983
1572,137053.7037893761
1573,217407.37258429913
1574,115243.779931719
1575,220136.2719368009
1576,258619.9627677737
1577,182712.37921326913
1578,143099.1365346796
1579,132108.48748565733
1580,193640.64916839835
1581,158280.26808650888
1582,124540.9276488556
1583,294194.7688297284
1584,222363.51487763214
1585,139172.47480136153
1586,76338.3159814899
1587,104889.17633142836
1588,146275.47414597697
1589,97220.23587525908
1590,131186.27269985605
1591,91378.11012900838
1592,117680.63586368243
1593,131436.0562901049
1594,126256.59364140761
1595,100153.63022083239
1596,208609.09416106786
1597,173167.1231592154
1598,205620.31830013168
1599,172751.97735057643
1600,168036.40182456424
1601,67839.23115436352
1602,113233.8519525906
1603,91539.73492239628
1604,242900.84580564438
1605,247494.46593574373
1606,168137.46609863365
1607,175966.49862815312
1608,224633.7142002582
1609,176882.461668775
1610,146808.1687989629
1611,137233.391939335
1612,167471.04311140938
1613,166183.70160895117
1614,130552.89946702708
1615,97182.4668282771
1616,82410.89911222704
1617,97376.03961700566
1618,123135.79085155166
1619,145116.0800417784
1620,164970.8474888284
1621,129961.51534472282
1622,145804.71137853287
1623,265862.0015983896
1624,210163.1910917555
1625,116055.03502161977
1626,173661.65863852482
1627,185562.93577630588
1628,277606.35553286225
1629,178246.59670377325
1630,304205.33867163834
1631,203211.74960592046
1632,216898.09538629733
1633,183866.49691790214
1634,189105.1550504477
1635,177716.26284996702
1636,155433.36830117393
1637,188105.18337880872
1638,184718.87045670702
1639,184212.29608402826
1640,242692.58468086776
1641,173419.09304897086
1642,230045.91179196187
1643,209380.68027399626
1644,230620.9201916067
1645,218556.3532681189
1646,163757.33088533775
1647,156882.16380180468
1648,127321.24555137935
1649,141289.38221855127
1650,115954.45356215323
1651,122692.51499408307
1652,105178.21289243396
1653,108903.41764325138
1654,150814.10155697438
1655,142806.558158506
1656,142701.42892435088
1657,149730.6185461087
1658,153332.97341701324
1659,123872.62360124932
1660,157023.66268274642
1661,422066.7875076414
1662,353137.54419011885
1663,339915.81048125756
1664,469016.80863133224
1665,284537.18391103426
1666,315484.5220655954
1667,350431.0001447991
1668,329095.41262798203
1669,290121.64767956897
1670,320756.8947408904
1671,250266.51371581224
1672,403305.5162615088
1673,289128.0024879613
1674,240377.55965240276
1675,187840.26321050597
1676,189847.22113134942
1677,207506.26960607176
1678,426334.9875575755
1679,356067.65520644974
1680,292507.99294424796
1681,230177.26583669087
1682,297215.58476805163
1683,186372.0521818145
1684,183608.14284012097
1685,179331.43468375012
1686,179664.20831041288
1687,178810.4674020103
1688,194070.08894018497
1689,200874.37442438104
1690,206720.02642081585
1691,198679.2515022717
1692,266167.6874147794
1693,176617.8393606914
1694,185529.6175419963
1695,169812.56051712908
1696,264046.2441334393
1697,176650.09966698906
1698,338559.90895837155
1699,317357.0536660002
1700,245605.3614016666
1701,260198.24478406075
1702,237498.99262381942
1703,242422.44038568684
1704,270904.2869771972
1705,243561.00554072
1706,381960.4799543632
1707,197304.6417043993
1708,194959.56726376715
1709,259771.78024216334
1710,215588.18928300097
1711,271166.66419251706
1712,243705.3231354584
1713,256578.86376765592
1714,213627.4488830621
1715,202409.6153220168
1716,179190.813943592
1717,184882.20592563626
1718,131662.86259081058
1719,201727.2388674599
1720,236819.3952730161
1721,164218.50521596396
1722,121654.3737915256
1723,153483.367620726
1724,201279.86744390646
1725,238567.69638106867
1726,187046.21420982218
1727,149501.18641920973
1728,183720.46441192654
1729,163868.86096643808
1730,159239.92024593812
1731,122473.94725704302
1732,127906.45018045614
1733,109420.41157653993
1734,118036.6524493659
1735,135733.85177415915
1736,110295.21568892937
1737,319144.6875990969
1738,242772.05405770158
1739,251575.77847234995
1740,200431.3855252405
1741,181215.85074383632
1742,164114.51053752203
1743,181226.58337201946
1744,310097.7083853347
1745,198265.8805953454
1746,184509.45463972277
1747,216304.10195369407
1748,221625.05104744202
1749,145051.33000592675
1750,120470.41560201957
1751,261679.7939356376
1752,115773.52729427756
1753,141631.2963412089
1754,195074.96646345072
1755,157218.32227545753
1756,131346.5002401696
1757,119191.92498907003
1758,144714.464531701
1759,157773.56029694888
1760,167400.6604172634
1761,144526.87594940746
1762,174298.77055617835
1763,176391.44486138166
1764,113148.73503585349
1765,153954.83368287937
1766,194880.3747383178
1767,223917.25485015803
1768,137209.29559538176
1769,173032.7089281364
1770,162489.09048512616
1771,115511.70985903752
1772,125689.06153865844
1773,125457.36143424202
1774,141730.92037947924
1775,142081.89235750624
1776,126130.66678336692
1777,107553.33951930601
1778,140304.28688673055
1779,120917.54270343526
1780,173655.9679797037
1781,120662.07512519803
1782,88278.68890105595
1783,147011.8254522425
1784,108051.88252090725
1785,116752.64347786436
1786,142692.29037773082
1787,169320.46172655572
1788,67433.1180497404
1789,102013.44237176912
1790,83972.64312105328
1791,203109.51052911853
1792,152031.40856255064
1793,135439.75356718875
1794,164867.76628315664
1795,126014.22161375626
1796,129721.01703356451
1797,119888.85742043031
1798,116969.56628394837
1799,109409.8000961658
1800,121103.16101433114
1801,121020.06593163285
